video_id,title,description,published_at,viewCount,likeCount,commentCount,duration
TJnt0weRnGY,How to get your 1st client on UPWORK - My Real Story 🚀,"Hello dosto, In today's video, we will cover my real-life experience of working on UPWORK.
I hope you guys will like it. 

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟Timestamps:-
00:00 Intro
00:36 Story Time
05:16 Upwork Tips
06:35 Outro

🌟 Tags:
Upwork proposals
Upwork cover letters
Upwork proposal tips
how to write an Upwork proposal
best Upwork proposal

#shrutirajput #upwork #freelancer",2024-01-30 04:30:15+00:00,271355,5398,332,463
B8-akbYuUg4,Not getting orders on UPWORK 🥶 #shorts,,2024-01-28 11:30:07+00:00,6520,484,4,60
WloKfzv2M-E,My 1st order story- mini version 😎 #shorts,,2024-01-27 11:30:14+00:00,13897,1053,28,54
pxjYckd9JiA,My Realistic Goal Setting Plan & Vision Board 2024 - It's never late to start 🚀 [RAW TALK],"Hello dosto, This is a very raw talk that we both will share today. I hope you will like it! If you do make sure to like share comment and subscribe to our channel.

My Realistic Goal Setting Plan & Vision Board 2024 - It's Never Late to Start 🚀 [RAW TALK]

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Time stamps:-
00:00 Intro
00:40 Vision Board
02:45 Goal Setting
08:23 Outro

🌟 Tags
Goal setting
Motivation
Life goals
Vision Board

#shrutirajput #goals #lifelessons",2024-01-26 04:30:11+00:00,3706,247,80,522
Mh2iyiSxtHI,🍎 Story: a life lesson 😎 #shorts,,2024-01-25 11:30:08+00:00,1966,112,3,60
LVDNYDhOL8U,Fiverr is Saturated 🧐#shorts,,2024-01-24 11:30:19+00:00,4173,328,5,57
amWd3MiQsws,How to build a winning portfolio as a freelancer | Revealing My Portfolio 🤯,"Looking to build a winning portfolio as a freelancer? Look no further! Join me as I reveal my own portfolio and share insider tips and tricks to create an impressive portfolio that will make clients say ""wow."" Learn how to showcase your skills and experience effectively, and stand out from the competition. Don't miss this exciting video that will transform your freelancing career! 🤯

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Time Stamps:- 
00:00 Intro
00:14 My portfolio
02:52 How should be a portfolio?
04:16 How to create a portfolio?
06:23 4 formats of portfolio
07:12 Mini canva website tutorial
11:02 Bonus Tips
11:20 Outro

🌟 Tags:
Freelancing
Portfolio building
Client presentation
Graphic design
How to build a winning portfolio as a freelancer | Revealing My Portfolio 🤯

#freelancing101 #portfoliobuilding #clientspresentation #designinspiration
#freelancetips",2024-01-23 04:30:09+00:00,45809,1671,173,707
wM3ParkONQE,I got my 1st order in upwork 🤩 #shorts,,2024-01-21 11:30:22+00:00,3657,255,9,61
EkGXATvTm5c,How to set pricings as a beginner ❤️‍🔥,,2024-01-20 11:30:06+00:00,2604,226,4,45
00-iBZ5UmC8,Freelancing is a scam 😆,,2024-01-18 11:30:00+00:00,4450,482,16,61
eF6DV89zwCo,How to earn my 1st 1000 rupees 🤔🚀,,2024-01-17 11:30:19+00:00,4688,448,13,53
p872cq7qrg0,How to become a Virtual Assistant with No Experience: Roadmap | DD Podcast EP 03 🚀,"Welcome dosto, Today's episode is episode 03 of ""DD Podcast"" and we will learn about How to become a Virtual Assistant with No Experience: Roadmap | DD Podcast EP 03 🚀
I would like to thank @sadiqumarnig  for taking time out and being a part of the show.
Check out his channel:- https://www.youtube.com/@sadiqumarnig/videos 

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Timestamps:-
00:00 Intro
01:27 Who is Sadiq?
03:16 What is VA?
05:00 Skills to have as a VA
07:00 What services does he provide as a VA?
08:35 Easiest VA Skill
10:33 Is Portfolio Important?
14:38 How did he get his 1st client?
18:00 Tips to get 1st client.
26:09 Pricings
28:14 Ideal Charges as a  VA
29:31 Sadiq's Charges
31:14 5-Step Roadmap to Become a VA
34:05 Final words from Sadiq
35:26 Outro

🌟 Tags
How to become a VA
What is VA
Virtual assistant
What are the skills needed to work as a VA?

#shrutirajput #virtualassistant #freelancer",2024-01-16 04:30:11+00:00,4730,191,19,2150
4giDt_sVDWI,How to set pricings as a beginner 🤔,,2024-01-15 12:30:03+00:00,2162,194,4,41
vC8C8hOSKKk,How to build a strong online presence as a new freelancer | A Beginner Freelance Guide  🚀,"Hello everyone, I will tell you How you can build a strong online presence in today's video. 
So, let's learn "" How to build a strong online presence as a new freelancer | A Beginner Freelance Guide  🚀 ""

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Time Stamps:
00:00 Intro
00:42 About Platforms
01:06 Inbound VS Outbound Lead
01:30 Profile Optimisation
04:13 A real-life example
05:25 About Content
07:29 Engagement Strategy
09:13 Steps to follow for a strong online presence
10:13 Outro 

🌟 Tags:
How to build a strong online presence as a new freelancer
A Beginner Freelance Guide
how to start freelance writing
freelance writing for beginners
freelancing
freelancing for beginners 2024
online presence as a freelancer
how to start the freelancing journey

#shrutirajput #freelancing #onlinepresence",2024-01-12 04:30:18+00:00,5395,265,95,635
Jju2mTChoUM,How I Manage My Time - Best and Practical Time Management Tips 🚀,"Hello dosto, In today's video, I will share my personal tips and tricks for time management.
How do I manage my time as a content creator, freelancer, and student?

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

How I Manage My Time - Best and Practical Time Management Tips 🚀
🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Tags:-
how to manage time
how I manage time better
how I manage time
how I manage my time
time management strategies
how to be productive

#shrutirajput #timemanagement #contentcreator",2024-01-09 04:30:13+00:00,6735,437,172,843
eaB6AmvaX4M,How to start freelancing for Beginners in 2024 |Step-by-Step Freelancing Guide for Success in 2024!,"In today's video, I will guide you step by step about freelancing:)
From my experience, I will give you the best advice.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟
How to start freelancing for Beginners in 2024 |Step-by-Step Freelancing Guide for Success in 2024!

Time stamps:-
00:00 My story
02:00 What is learning Mindset
02:30 All about Skills
08:45 Skill Selection
09:57 Niche Selection
11:16 Building an online presence 
18:32 Networking
20:04 Building a Portfolio
22:00 About Clients
23:22 Gist
25:00 Outro

🌟Tags🌟
How to start Freelancing
make money online
work from home
tips to start freelancing
freelancing tips
how to start freelancing
how to learn freelancing at home

#shrutirajput #freelancer #freelancing",2024-01-05 04:30:11+00:00,212852,7404,461,1563
asBrPJ3QCck,I Grew My LinkedIn From 0 To 1000 In 30 Days 🚀,"In today's video, I will reveal my real story and how you can do it too:) So let's start.
I Grew My LinkedIn From 0 To 1000 In 30 Days 🚀

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

Time stamps:-
00:00 Intro
00:55 Profile Optimisation
02:28 My Challange story
03:09 Content Strategy
04:08 About Connection
05:25 Story Incident
06:59 Checklist to follow
09:25 Bonus
09:40 Outro

⾮ Music Credits:-
Song: ROFEU - Midnight Lover
Music provided by Vlog No Copyright Music.
Creative Commons - Attribution 3.0 Unported
Video Link:   
￼
 • ROFEU - Midnight Lover (Vlog No Copyr...  

Song: MBB - Beach (Vlog No Copyright Music)
Music provided by Vlog No Copyright Music.
Video Link:    
￼
 • MBB - Beach (Vlog No Copyright Music)  

One Thing by Roa  
￼
 / roa_music1031   
Creative Commons — Attribution 3.0 Unported — CC BY 3.0
Free Download / Stream: https://bit.ly/3xuVehD
Music promoted by Audio Library   
￼
 • One Thing – Roa (No Copyright Music)

🌟 Tags 🏷️
LinkedIn detailed tutorial in Hindi
LinkedIn tutorial for beginners
linkedin complete course
LinkedIn profile tips
LinkedIn Profile tips for college students

#Linkedin #shrutirajput #freelancer",2024-01-02 04:30:03+00:00,67604,2433,204,643
gdkq5zMoQAk,No clients try these 3 ways 🤩,,2023-12-31 04:30:11+00:00,24040,2249,21,61
GPJg3IA8xrs,Improve Your Spoken & Written English In 30 Days! (A Real And Practical Approach) 🚀,"Hey Everyone this is going to be the most practical approach Wala video 😂
Make sure you stick to the end and learn everything.
So let's see How you can Improve Your Spoken and written English In 30 Days! (A Real And Practical Approach) 🚀

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟Timestamps🌟
00:00 Intro
00:38 Is English Mandatory?
01:35 Why are you not able to speak English?
02:04 My Story
03:41 How you can improve spoken English?
11:00 How to improve Written English?
12:15 5 Free Apps for English Improvement
13:49 What you have to do now is...
14:51 Outro

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Tags:-
how to speak English
learn English
5 free apps to learn English
Improve Your Spoken & Written English In 30 Days! (A Real And Practical Approach) 🚀

#communication #english #shrutirajput",2023-12-29 04:30:06+00:00,8021,452,94,911
s3hj0wyqFKo,How To Write Cold Emails That Get Responses | How To Cold Email Clients as a Freelancer 🚀,"Learn the secrets of how to write the perfect cold email to get new clients.
How To Write Cold Emails That Get Responses | How To Cold Email Clients as a Freelancer 🚀

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Timestamps:
00:00 Intro
01:30 Understanding the general scenario 
02:15 Subject Line
04:00 Body Text
06:09 CTA
06:48 Whom to send? & How to?
07:38 Pro Tip
8:00 Outro

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Tags:
how to cold email to get clients
 steps to writing a perfect cold email
Cold Outreach

#shrutirajput #freelancer #coldemailing",2023-12-26 04:30:12+00:00,19449,839,84,518
1Y37fosfU5w,10 side hustles to make money from home in 2024 🌟 | Become your own Boss in 90 Days 🚀,"Hey Dosto, In today's video we will cover 10 side hustle ideas that you can start from the comfort of home. I wish you all the best! Do comment on your favorite side hustle. Become your own Boss in 90 Days 🚀

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput
🤯 Udemy:- https://www.udemy.com/
(Select a course of your choice)
Freelancing Course (free):- https://youtu.be/5ZBdUid-YGM?si=Y2VL7brcF8MkvR2i
Portfolio:- https://youtu.be/pFptwahKRsM?si=OszW4OJCeeDmAHqw
Cold Email:- https://youtu.be/Q6hPCL4ZLa4?si=A_ra9trfJyg1xgRU

Use This Link to Buy affordable Hosting from Hostinger:  https://hostinger.in/shruti
Please use my personal coupon code and get an additional 10% discount: SHRUTI 

🌟Time stamps:-
00:00 Intro
01:26 Content Writer
04:38 Social Media Manager
09:23 Canva Designer
11:38 Virtual Assistant
14:07 Digital Marketer
16:46 No Code Website Designer
19:00 Blogger
21:50 Youtuber
23:33 Food Reviewer
25:48 Video Editing 
 28:06 Outro

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Tags
10 side hustles to make money from home
side hustle ideas
side hustle ideas to make money
10 passive income side hustle ideas to make money online in 2024
side hustles 2024 India

#shrutirajput #sidehustle #makemoneyonline",2023-12-22 04:30:00+00:00,23339,886,131,1758
nn5swQTiCHM,2024 will be your year: let’s set our goals ❤️‍🔥,"Financial Freedom in 2024 🚀
🤯 Start 2024 Right way:- https://d3fu8elvld6rb5.cloudfront.net/shruthi/index.html
Flar 50% off for 1st 50 students.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟",2023-12-20 05:36:22+00:00,3943,173,19,5416
3Ag0Bctpcus,Earn Your First Rs. 1000 🤯 (A Complete Roadmap On How To Get Started And Earn Money Online),"In this video, I will give you a complete roadmap on how you can make money online as a beginner. We will start with a simple skill and you can keep on upgrading yourself as you grow.
Today's video will help you like magic! Just trust the process and start working on it.
Earn Your First Rs. 1000 🤯 (A Complete Roadmap On How To Get Started And Earn Money Online) 

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Timestamps:-
00:00 Intro
00:35 Myths
00:59 Skill and tools
01:50 Today's Task
02:02 Creating samples and Portfolio
02:27 About money and clients
03:27 Disclaimer 
03:42 Super Tip 
04:52 About Portfolio
05:20 Detailed Tutorial
14:32 Outro

🌟 Tags
YouTube thumbnail on mobile
how to make a thumbnail in canva
how to make a thumbnail for YouTube
how to make money online using a mobile phone
 how to make money online

#shrutirajput #canva #makemoneyonline",2023-12-19 04:30:02+00:00,30331,1285,181,907
#NAME?,I earned $90 using canva on Fiverr 🤯 {LIVE ORDER} - Episode 5 | Shruti Rajput,"I earned $90 using canva on Fiverr | Episode 5 | Shruti Rajput
Hello Dosto, after a long finally I got a chance to record this video which is Episode 5 of our #iearnseries I personally loved the vibe of this order let me know your thoughts in the comment section below.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟Playlists🌟
❤️ freelancing skills:-
 https://youtube.com/playlist?list=PLxV93QHBmJ036096zHnBma329f_c04D7l
❤️ Fiverr tips & tricks:-
https://youtube.com/playlist?list=PLxV93QHBmJ02bWTJRB_L1Qz62QyFzMApz
❤️ Canva and Fiverr:-
https://youtube.com/playlist?list=PLxV93QHBmJ01LhEStzehFk87xXruc46m1
❤️ Fiverr tutorial for beginners 💰 :-
https://youtube.com/playlist?list=PLxV93QHBmJ00qcuspo4dFDNs7s08HpBIK

🌍Where to find me?
Instagram:  https://www.instagram.com/shrutirajput576/
Twitter: https://twitter.com/SHRUTIR59861958
❤️ Fiverr link:-  http://www.fiverr.com/s2/c06dd5a4bc

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

Time stamps:
00:00 Intro
00:15 About order and messages
01:40 Preparing Sample
03:47 Final reply from client
04:47 Next Day
05:40 Final delivery
05:54 Order Feedback
06:17 Outro

✨ Tags ✨
Fiverr and canva
how to earn money by freelancing
how to earn money with canva on Fiverr
freelancing for beginners
how to make money with canva
 ways to make money online
how to make extra money online 2021
canva tutorial
Fiverr
Canva and Fiverr
 how to make money with canva

✨ Hashtags ✨
 #Iearnseries #shrutirajput #canva #makemoneyonline #FIVERR #fiverr",2023-12-15 04:30:00+00:00,133459,3992,261,397
0ujeRF8pAFw,20 Year old girl Graphic Designer Making Money through Linkedin | THE DD PODCAST EP 02,"Anshrah is a 20-year-old girl, working as a graphic designer. She will share some useful insights with us. Let's go...

Anshrah's LinkedIn:- https://www.linkedin.com/in/anshrah-naveed-%F0%9F%92%9B-970347244/
Shruti's LinkedIn:- https://www.linkedin.com/in/shrutirajput576/

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🚀 Time stamps:-
00:00 Teaser
00:52 About Anshrah
04:30 How to practice as a GD
06:19 Shruti's gyaan
07:14 How to get Clients
13:46 Shruti's Gyaan 2.0
14:48 How to send connections (LinkedIn mastery)
20:38 Shruti's Gyaan Returns
24:00 Pricings as a newbie GD
29:40 Shruti's Gyaan 3.0
32:44 Jobs and Reality
35:29 Outro
36:16 Bloopers

Music Credits:
https://youtu.be/yQjAF3frudY?si=kr121ZInDyHnUUQ-
LICENSE CERTIFICATE: Envato Elements Item
=================================================
This license certificate documents a license to use the item listed below
on a non-exclusive, commercial, worldwide and revokable basis, for
one Single Use for this Registered Project.

Item Title:                      Podcast
Item URL:                        https://elements.envato.com/podcast-GHM9LUC
Item ID:                         GHM9LUC
Author Username:                 fatbunny
Licensee:                        Linshengyue Network studio
Registered Project Name:         ShR
License Date:                    December 7th, 2023
Item License Code:               9U4YAPZGJC

The license you hold for this item is only valid if you complete your End
Product while your subscription is active. Then the license continues
for the life of the End Product (even if your subscription ends).

For any queries related to this document or license please contact
Envato Support via https://help.elements.envato.com/hc/en-us/requests/new

Envato Elements Pty Ltd (ABN 87 613 824 258)
PO Box 16122, Collins St West, VIC 8007, Australia
==== THIS IS NOT A TAX RECEIPT OR INVOICE ====

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🌟 Tags
graphic designer in Hindi
Graphic Designer full course in Hindi
 how to become a graphic designer
how to become a graphic designer at home
DD Podcast

#DDpodcast #shrutirajput #graphicdesign",2023-12-12 04:30:09+00:00,129060,4209,241,2303
JMaC6Zrp5Sc,No social proof as a beginner 🥹,,2023-12-10 04:30:09+00:00,7195,637,13,35
lbJwExCO1b0,Passive income ideas without investment for students 🚀 | My Real Income Sources Revealed 🤯,"Passive income ideas without investment for students 🚀 | My real Sources Revealed 🤯
Hello dosto, I will reveal all my passive income sources in today's video.
You can start them with 0 investment all you have to invest in Time.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🐼Time Stamps:
00:00 Intro
00:47 What is Passive Income
01:11 About Youtube
02:52  About Affiliate
05:46 About Digital Products
09:10 About Course
12:00 KDP
14:14 Blogs

🌟Tags🌟
Passive income ideas 2024
How to Earn Money Online with 0 Investment?
My real Sources Revealed 🤯
How to make money online

Music:
 Credits are mentioned in the following vids:
https://youtu.be/8HJSl7AiJNg?si=hR1HtuZxClSynyYy
https://youtu.be/A8zChZlq-Ws?si=LqWJQtUCG0Zuse9g
- Ehrling You and Me
- Midnight Lover Rofeu
- Minimal Ambient
- Celebrating Holidays by sound roll
- This upbeat Future Bass
- Summer Uplifting Dance


#makemoneyonline #shrutirajput #freelancing",2023-12-08 04:30:14+00:00,9450,456,87,1056
MrGyKaVzEsw,Don’t do this freelancing mistake 🤫 #shorts,,2023-12-06 04:48:06+00:00,4614,394,11,35
zeQOKIhzf00,Figma tutorial for beginners - Learn creating basic UI Elements,"Figma tutorial for beginners - Learn creating basic UI Elements
In today's video, you will learn about how to create UI Elements like radio buttons, dropdowns, etc:)
So, let's jump into the tutorial and start learning.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Timestamps:-
00:00 Intro
01:15 Figma's Interface
02:20 Designing a Basic Button
05:48 Designing an Input field
09:05 Dropdown Bar
13:25 Designing a Search Bar
15:24 Designing a Product Card
20:25 Designing a check box and radio button
23:00 Toggle
25:17 Outro

🌟 Tags 🏷️
Figma components
How to use Figma
Figma for beginners

🌟 Hashtags
#shrutirajput #figma #tutorial",2023-12-05 04:30:11+00:00,4068,167,44,1579
sYIHnP1MREo,Grow on YouTube as a beginner 💛 #shorts,,2023-12-02 04:30:30+00:00,3949,360,7,37
lzPFUgynbTs,How to make money online - Freelance Complete Guide for Noobs 🚀,"How to make money online - Freelance Complete Guide for Noobs 🚀

In today's video, I will give you complete guidance on freelancing.

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🐼 Timestamps:-
00:00 Intro
01:14 My story
02:15 What is Freelancing?
03:18 Why do freelancers exist?
04:50 Setting up as a freelancer
11:19 How to get Clients?
13:00 Preparing Proposal
14:00 Networking
15:04 Pricing and Negotiations
15:47 Payment Methods
16:38 Key

🔥 Tags
How to make money online
how to make money online as a teenager
How to make money online
Freelance Complete Guide for Noobs
how to make money online as a teenager
student earn money online without investment
online earning without investment 2024

MUSIC CREDITS:-
https://youtu.be/BLZvJdcrCoM?si=JzXwJHjnzyVGKXaO
https://youtu.be/4Lk7_Z-kocs?si=ca9iYvDJMFo3lD19
https://youtu.be/A8zChZlq-Ws?si=ifhOq_48BgqeQaaj

🚀 Hashtags
#shrutirajput #freelancing #makemoneyonline",2023-12-01 04:30:17+00:00,11392,539,141,1101
GekBD8EWhAs,1000$ per month 🤯 Freelancing Truth,,2023-11-29 04:30:08+00:00,34442,3369,42,60
HNa0PFpGH80,Figma tutorial for beginners - Get Started in Just 15 Minutes 🚀,"Figma tutorial for beginners - Get Started in Just 15 Minutes 🚀

Hello dosto, in this video I will give you a complete overview of the Figma Interface and help you get started with UI designing in Figma in just 15 minutes!

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Timestamps:
00:00 Intro
00:17 Login to Figma
00:43 Figma's Interface
01:00 Move tool
01:10 Frames
03:08 Rectangle (shape)
06:10 Lines and arrows
06:26 Elipse (shape)
07:22 Polygon (Shape)
08:09 How to insert an image?
09:00 Pen and Pencil tools
10:25 Text 
12:10 Plugins
12:43 How to create a button?
14:22 Prototype
16:38 Outro

🌟Tags🌟
Figma tutorial 
Figma for beginners
Figma tutorial for beginners
Figma tutorial for beginners in Hindi

🌟Hashtags🌟
#figma #shrutirajput #figmatutorial",2023-11-28 04:30:10+00:00,28998,980,222,1065
xlQvYC-kvz0,5 Font Websites for Designers 🤯,,2023-11-27 04:30:15+00:00,4277,370,6,11
eCGJ99NW85Q,0 to 1000 in just 30 days on LinkedIn ❤️‍🔥 #shorts,0 to 1000 in just 30 days on LinkedIn ❤️‍🔥 #shorts,2023-11-26 04:30:12+00:00,5844,510,42,43
4eNsS7MKTAY,Day 10: high paying skills 2024 #shorts,,2023-11-25 04:30:02+00:00,7223,410,10,45
Elj8WMyrjZQ,High paying skills: Day 09 🥳 #shorts,,2023-11-23 04:30:04+00:00,4006,212,3,25
x_DhCSEsv64,Fiverr tutorial for beginners | Complete Fiverr Mastery Course (1Hour ++)🚀,"Fiverr tutorial for beginners | Complete Fiverr Mastery Course (1-hour +)🚀

🚀 Try Canva Pro:- https://partner.canva.com/1rVPAx
✅ Mentorship:- https://topmate.io/shruti_rajput
♥️ Instagram:- https://www.instagram.com/shrutirajput576/
📒 My 1st Book:- Cash in with Canva :-  https://www.amazon.in/dp/B0CK5SBCPT
🐼 Course:- https://creator.tagmango.app/shrutirajput

🌟 Please leave a LIKE ❤️ and SUBSCRIBE for more AMAZING content! 🌟

🚀 Time Stamps:- 
00:00 Module 01
06:20 Module 02
12:23 Module 03
18:26 Module 04
27:52 Module 05
35:00 Module 06
44:15 Module 07
50:27 Module 08
58:44 Module 09
01:08:37 Module 10

🌟Tags🌟
Fiverr account
how to create a Fiverr account
fiverr account create
how to create a Fiverr account
how to earn money on Fiverr
how to make money on Fiverr
make money on Fiverr

🌟Hashtags🌟
#fiverrtutorial #fiverr #shrutirajput",2023-11-21 04:30:08+00:00,477482,14913,647,4685
